time/episodes,train/ent_coef,rollout/ep_len_mean,time/fps,train/learning_rate,time/total_timesteps,train/n_updates,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,eval/ep_pump_price_obj_mean,eval/ep_b1_std,eval/ep_pressure_obj_std,eval/ep_b3_mean,eval/ep_pressure_obj_mean,eval/ep_pump_price_obj_std,eval/ep_b3_std,eval/ep_b2_std,eval/ep_b2_mean,eval/ep_b1_mean
1620,0.009999999776482582,48.0,475,0.003,77952,9731,0.0054460447281599045,164,21.336872059999997,-9.132189750671387,0.586740140901668,0.060550620522697954,0.0,0.8236393518246817,1.0,0.23580702635082096,0.07099400578519315,0.07487569493935639,0.8751244530983524,0.8951993757019925
1624,,48.0,475,,77952,,,164,21.336872059999997,,,,,,,,,,,
1628,0.009999999776482582,48.0,475,0.003,78336,9779,0.006841475609689951,164,21.341808599999993,-8.785770416259766,,,,,,,,,,
1632,,48.0,475,,78336,,,164,21.341808599999993,,,,,,,,,,,
1636,0.009999999776482582,48.0,475,0.003,78720,9827,0.0028972760774195194,165,21.355830189999995,-9.36594295501709,0.6163557235226915,0.06370732367851482,0.03798357034142275,0.7994827862557967,0.9945175438596491,0.254351802411694,0.07856986925116184,0.08251044463413733,0.8793190253621869,0.8846606930563116
1640,,48.0,475,,78720,,,165,21.355830189999995,,,,,,,,,,,
1644,0.009999999776482582,48.0,475,0.003,79104,9875,0.004222440533339977,166,21.393233969999997,-8.990578651428223,,,,,,,,,,
1648,,48.0,475,,79104,,,166,21.393233969999997,,,,,,,,,,,
1652,0.009999999776482582,48.0,475,0.003,79488,9923,0.00543340016156435,167,21.424629449999998,-9.3100004196167,0.5938232518219763,0.07573688090500277,0.030386856273138196,0.7866028757380846,0.9956140350877193,0.24626272109375863,0.07607168695691142,0.08577572720305304,0.8850826789519416,0.8953040670030659
1656,,48.0,475,,79488,,,167,21.424629449999998,,,,,,,,,,,
1660,0.009999999776482582,48.0,476,0.003,79872,9971,0.007871143519878387,167,21.4416397,-9.757123947143555,,,,,,,,,,
1664,,48.0,476,,79872,,,167,21.4416397,,,,,,,,,,,
1668,0.009999999776482582,48.0,475,0.003,80256,10019,0.0038440609350800514,168,21.457654599999998,-9.172237396240234,0.5944258619772641,0.05873701052569122,0.0,0.80298479755493,1.0,0.21379945125525684,0.060451656918850405,0.07876595321131494,0.8908310688869485,0.8928020744562836
1672,,48.0,475,,80256,,,168,21.457654599999998,,,,,,,,,,,
1676,0.009999999776482582,48.0,476,0.003,80640,10067,0.006933811120688915,169,21.43154009,-9.091832160949707,,,,,,,,,,
1680,,48.0,476,,80640,,,169,21.43154009,,,,,,,,,,,
1684,0.009999999776482582,48.0,475,0.003,81024,10115,0.0057531786151230335,170,21.439690469999995,-9.516965866088867,0.5890810270930996,0.05747571518510097,0.0,0.8491345051252979,1.0,0.22773335452939103,0.044760935626100624,0.07570960443493299,0.8792813540102675,0.8846959266999017
1688,,48.0,475,,81024,,,170,21.439690469999995,,,,,,,,,,,
1692,0.009999999776482582,48.0,474,0.003,81408,10163,0.015058599412441254,171,21.43490908,-9.207402229309082,,,,,,,,,,
1696,,48.0,474,,81408,,,171,21.43490908,,,,,,,,,,,
1700,0.009999999776482582,48.0,474,0.003,81792,10211,0.005824046675115824,172,21.43964669,-9.016420364379883,0.6071174005096275,0.0574666530277515,0.0,0.826626656337017,1.0,0.23278472529852376,0.0678762621730817,0.07494369182698904,0.8741823153217636,0.8931219640698439
1704,,48.0,474,,81792,,,172,21.43964669,,,,,,,,,,,
1708,0.009999999776482582,48.0,474,0.003,82176,10259,0.005022614262998104,173,21.429993550000003,-9.677746772766113,,,,,,,,,,
1712,,48.0,474,,82176,,,173,21.429993550000003,,,,,,,,,,,
1716,0.009999999776482582,48.0,474,0.003,82560,10307,0.008838508278131485,173,21.411758130000006,-8.99914264678955,0.5749817524498018,0.054502608111783576,0.0,0.8434623689936999,1.0,0.21996553077546413,0.04599710867889408,0.07335579115458009,0.8949478278952393,0.8869519953480259
1720,,48.0,474,,82560,,,174,21.411758130000006,,,,,,,,,,,
1724,0.009999999776482582,48.0,474,0.003,82944,10355,0.007021802477538586,174,21.409146480000004,-8.674607276916504,,,,,,,,,,
1728,,48.0,474,,82944,,,174,21.409146480000004,,,,,,,,,,,
1732,0.009999999776482582,48.0,474,0.003,83328,10403,0.013901119120419025,175,21.385626560000002,-9.483726501464844,0.6012494255743802,0.055023630614847406,0.007596714068284557,0.8281987300593893,0.9989035087719298,0.21580959439254266,0.05407786028030879,0.07099831021270528,0.8777630643566452,0.8852546338787571
1736,,48.0,474,,83328,,,175,21.385626560000002,,,,,,,,,,,
1740,0.009999999776482582,48.0,474,0.003,83712,10451,0.004638309590518475,176,21.38566008,-9.671546936035156,,,,,,,,,,
1744,,48.0,474,,83712,,,176,21.38566008,,,,,,,,,,,
1748,0.009999999776482582,48.0,474,0.003,84096,10499,0.0056377737782895565,177,21.369083269999997,-8.96318244934082,0.6097457829247559,0.0831626071904029,0.0,0.8192399488072873,1.0,0.23951838302870437,0.0692941874580102,0.0879665714363861,0.8637912478363434,0.8849454305265102
1752,,48.0,474,,84096,,,177,21.369083269999997,,,,,,,,,,,
1756,0.009999999776482582,48.0,474,0.003,84480,10547,0.003819345962256193,177,21.334615330000002,-9.318536758422852,,,,,,,,,,
1760,,48.0,474,,84480,,,177,21.334615330000002,,,,,,,,,,,
1764,0.009999999776482582,48.0,474,0.003,84864,10595,0.004300125874578953,178,21.300750469999997,-8.856372833251953,0.5900903474439604,0.05378966394214392,0.0,0.8425527388605186,1.0,0.21871343874127425,0.054332835909840824,0.06975461649005757,0.8626693898915435,0.8945363579619374
1768,,48.0,474,,84864,,,178,21.300750469999997,,,,,,,,,,,
1772,0.009999999776482582,48.0,475,0.003,85248,10643,0.007226247806102037,179,21.31180746,-9.331448554992676,,,,,,,,,,
1776,,48.0,475,,85248,,,179,21.31180746,,,,,,,,,,,
1780,0.009999999776482582,48.0,474,0.003,85632,10691,0.007982134819030762,180,21.2789282,-9.256470680236816,0.6156427280828453,0.07110619802175891,0.015193428136569096,0.8091706253697328,0.9978070175438596,0.2580449513136037,0.0808665451701719,0.0816233716393297,0.8789710047891353,0.8828726558924408
1784,,48.0,474,,85632,,,180,21.2789282,,,,,,,,,,,
1788,0.009999999776482582,48.0,475,0.003,86016,10739,0.007637572940438986,181,21.298444550000003,-8.96519660949707,,,,,,,,,,
1792,,48.0,475,,86016,,,181,21.298444550000003,,,,,,,,,,,
1796,0.009999999776482582,48.0,474,0.003,86400,10787,0.011554406955838203,182,21.32315828,-9.469169616699219,0.6057918380619682,0.07254930302842075,0.038576974263939384,0.8071438898498565,0.9934210526315789,0.22027655626018094,0.10253965668835376,0.07542410680249885,0.8668798692970051,0.8793994397188407
1800,,48.0,474,,86400,,,182,21.32315828,,,,,,,,,,,
1804,0.009999999776482582,48.0,475,0.003,86784,10835,0.004879924934357405,182,21.316670589999998,-8.963325500488281,,,,,,,,,,
1808,,48.0,475,,86784,,,182,21.316670589999998,,,,,,,,,,,
1812,0.009999999776482582,48.0,475,0.003,87168,10883,0.0065735578536987305,183,21.299656790000004,-9.576998710632324,,,,,,,,,,
1816,,48.0,475,,87168,,,183,21.299656790000004,,,,,,,,,,,
1820,0.009999999776482582,48.0,475,0.003,87552,10931,0.004866618197411299,184,21.31577378,-9.749237060546875,0.5977854710659479,0.06935392759125705,0.007596714068284557,0.8011044534754647,0.9989035087719298,0.24565634200768438,0.09103101717189094,0.07695085221827125,0.8824176591867494,0.8800449653202861
1824,,48.0,474,,87552,,,184,21.31577378,,,,,,,,,,,
1828,0.009999999776482582,48.0,475,0.003,87936,10979,0.007069972809404135,184,21.32692473,-9.391984939575195,,,,,,,,,,
1832,,48.0,475,,87936,,,184,21.32692473,,,,,,,,,,,
1836,0.009999999776482582,48.0,474,0.003,88320,11027,0.003095791209489107,186,21.35622914,-9.403912544250488,0.5925470316321236,0.04949956286724599,0.022790142204853654,0.830009724742869,0.9967105263157894,0.22146482717277635,0.06149495391137621,0.06985480729078178,0.8718546967714824,0.8918799091013797
1840,,48.0,474,,88320,,,186,21.35622914,,,,,,,,,,,
1844,0.009999999776482582,48.0,474,0.003,88704,11075,0.006146724335849285,186,21.362575330000006,-8.895551681518555,,,,,,,,,,
1848,,48.0,474,,88704,,,186,21.362575330000006,,,,,,,,,,,
1852,0.009999999776482582,48.0,473,0.003,89088,11123,0.0050207083113491535,188,21.373085380000003,-9.579822540283203,0.6107114372153535,0.0842055308085867,0.007596714068284557,0.8128347132540129,0.9989035087719298,0.22759810105038153,0.07330020141148515,0.08518442839845121,0.8688493332682015,0.8719884244418344
1856,,48.0,473,,89088,,,188,21.373085380000003,,,,,,,,,,,
1860,0.009999999776482582,48.0,474,0.003,89472,11171,0.011658311821520329,188,21.370394089999994,-8.839820861816406,,,,,,,,,,
1864,,48.0,474,,89472,,,188,21.370394089999994,,,,,,,,,,,
1868,0.009999999776482582,48.0,473,0.003,89856,11219,0.0034830530639737844,189,21.403241369999996,-9.132558822631836,0.5791391940572058,0.05043154875418974,0.007596714068284557,0.8400560997839743,0.9989035087719298,0.1963568323830398,0.04789509946126773,0.06934386880277953,0.8881790636134799,0.8845507164045943
1872,,48.0,473,,89856,,,189,21.403241369999996,,,,,,,,,,,
1876,0.009999999776482582,48.0,474,0.003,90240,11267,0.00436039175838232,190,21.425182029999995,-8.960724830627441,,,,,,,,,,
1880,,48.0,474,,90240,,,190,21.425182029999995,,,,,,,,,,,
1884,0.009999999776482582,48.0,473,0.003,90624,11315,0.002518570516258478,191,21.420435480000002,-9.328795433044434,0.6085391878609152,0.057225461179000014,0.04387830883397786,0.8136593489883764,0.9912280701754387,0.22567066882207726,0.12851841190805216,0.07287222374148884,0.8687160876930168,0.8852232137160112
1888,,48.0,473,,90624,,,191,21.420435480000002,,,,,,,,,,,
1892,0.009999999776482582,48.0,473,0.003,91008,11363,0.005092451348900795,192,21.384046830000006,-9.170969009399414,,,,,,,,,,
1896,,48.0,473,,91008,,,192,21.384046830000006,,,,,,,,,,,
1900,0.009999999776482582,48.0,473,0.003,91392,11411,0.006051931530237198,193,21.391813980000002,-9.39527416229248,0.6321487626515917,0.08200381977593327,0.04387830883397786,0.8141345409367416,0.9912280701754387,0.26406110244722114,0.08371969338262539,0.08904680817272789,0.8543515033249144,0.8753231595628803
1904,,48.0,473,,91392,,,193,21.391813980000002,,,,,,,,,,,
1908,0.009999999776482582,48.0,473,0.003,91776,11459,0.002406475832685828,193,21.3943462,-9.20934009552002,,,,,,,,,,
1912,,48.0,473,,91776,,,193,21.3943462,,,,,,,,,,,
1916,0.009999999776482582,48.0,473,0.003,92160,11507,0.012094782665371895,194,21.39485816,-9.458706855773926,0.6064932087660729,0.07569648996684294,0.022790142204853654,0.8368234163297332,0.9967105263157894,0.24274243739674553,0.06435645465958478,0.083038586480699,0.8685459431934521,0.8736695588506685
1920,,48.0,473,,92160,,,194,21.39485816,,,,,,,,,,,
1924,0.009999999776482582,48.0,473,0.003,92544,11555,0.011080112308263779,195,21.36857635,-9.277612686157227,,,,,,,,,,
1928,,48.0,473,,92544,,,195,21.36857635,,,,,,,,,,,
1932,0.009999999776482582,48.0,473,0.003,92928,11603,0.004809803329408169,196,21.34164945,-9.533002853393555,0.5707145384126191,0.0502890905247946,0.007596714068284557,0.8588824494413834,0.9989035087719298,0.20624153071728948,0.0372922208309468,0.06985906591584434,0.8782453814929037,0.8901240304679974
1936,,48.0,473,,92928,,,196,21.34164945,,,,,,,,,,,
1940,0.009999999776482582,48.0,473,0.003,93312,11651,0.00752834090963006,197,21.324548299999996,-9.241211891174316,,,,,,,,,,
1944,,48.0,473,,93312,,,197,21.324548299999996,,,,,,,,,,,
1948,0.009999999776482582,48.0,472,0.003,93696,11699,0.003702528541907668,198,21.313248440000002,-9.413290023803711,0.605587109819239,0.057912825402357364,0.016841580338964206,0.846668834919189,0.9967105263157894,0.22778155845671985,0.06957757433530073,0.07629140610390679,0.850895081064085,0.8875496961287777
1952,,48.0,472,,93696,,,198,21.313248440000002,,,,,,,,,,,
1956,0.009999999776482582,48.0,473,0.003,94080,11747,0.006959684193134308,198,21.321165270000005,-9.079235076904297,,,,,,,,,,
1960,,48.0,473,,94080,,,198,21.321165270000005,,,,,,,,,,,
1964,0.009999999776482582,48.0,472,0.003,94464,11795,0.003909753169864416,199,21.33505009,-10.032285690307617,0.5779158853655403,0.05917257871332012,0.012874896178686373,0.8728851448169427,0.9967105263157894,0.24508368275682835,0.056962883301038734,0.07236898028821553,0.8807919035750184,0.8688919363844838
1968,,48.0,472,,94464,,,199,21.33505009,,,,,,,,,,,
1972,0.009999999776482582,48.0,473,0.003,94848,11843,0.006094592157751322,200,21.32503516,-9.049802780151367,,,,,,,,,,
1976,,48.0,472,,94848,,,200,21.32503516,,,,,,,,,,,
1980,0.009999999776482582,48.0,471,0.003,95232,11891,0.013468283228576183,202,21.30459346,-9.409452438354492,0.5694807410859403,0.06641658856654921,0.022790142204853654,0.812066133255218,0.9967105263157894,0.22326565594159373,0.05511418047777445,0.08054163739309501,0.8942084079483741,0.8878278478939393
1984,,48.0,471,,95232,,,202,21.30459346,,,,,,,,,,,
1988,0.009999999776482582,48.0,470,0.003,95616,11939,0.005412454716861248,203,21.327032359999997,-8.57393741607666,,,,,,,,,,
1992,,48.0,470,,95616,,,203,21.327032359999997,,,,,,,,,,,
1996,0.009999999776482582,48.0,470,0.003,96000,11987,0.01265120692551136,204,21.296545309999996,-9.13011360168457,0.6092657091645435,0.06933435853845597,0.022790142204853654,0.8058188056112202,0.9967105263157894,0.24098086456149612,0.06977670459349741,0.08290295869895199,0.880922095932685,0.8876650201686261
2000,,48.0,470,,96000,,,204,21.296545309999996,,,,,,,,,,,
2004,0.009999999776482582,48.0,470,0.003,96384,12035,0.005572621710598469,205,21.284591099999997,-8.975932121276855,,,,,,,,,,
2008,,48.0,470,,96384,,,205,21.284591099999997,,,,,,,,,,,
2012,0.009999999776482582,48.0,470,0.003,96768,12083,0.014696987345814705,205,21.246696329999995,-8.899225234985352,,,,,,,,,,
2016,,48.0,470,,96768,,,205,21.246696329999995,,,,,,,,,,,
2020,0.009999999776482582,48.0,470,0.003,97152,12131,0.006486709229648113,206,21.23992827,-8.973299980163574,0.6013330584240699,0.062169021756247424,0.02386908888204281,0.8223890629002893,0.9956140350877192,0.24508009545634024,0.09351429237205983,0.07653203754100257,0.8721000890940227,0.8882781889629078
2024,,48.0,470,,97152,,,206,21.23992827,,,,,,,,,,,
2028,0.009999999776482582,48.0,469,0.003,97536,12179,0.004128055181354284,207,21.229505769999996,-9.410195350646973,,,,,,,,,,
2032,,48.0,469,,97536,,,207,21.229505769999996,,,,,,,,,,,
2036,0.009999999776482582,48.0,469,0.003,97920,12227,0.006725462153553963,208,21.236753800000002,-8.98789119720459,0.6064436142022246,0.0590741087654998,0.030386856273138196,0.823278769876849,0.9956140350877193,0.22736196715900894,0.07791867464304542,0.07658202425977463,0.8738649047748575,0.8855764369230569
2040,,48.0,469,,97920,,,208,21.236753800000002,,,,,,,,,,,
2044,0.009999999776482582,48.0,469,0.003,98304,12275,0.006995154544711113,209,21.22609116,-9.402029037475586,,,,,,,,,,
2048,,48.0,469,,98304,,,209,21.22609116,,,,,,,,,,,
2052,0.009999999776482582,48.0,468,0.003,98688,12323,0.004493866581469774,210,21.211894249999997,-9.371306419372559,0.5971466275205366,0.06322681143623227,0.02386908888204281,0.825332781820238,0.9956140350877192,0.24734058021799113,0.08612139353538555,0.07870326110968012,0.8853278182588469,0.8792440321635914
2056,,48.0,468,,98688,,,210,21.211894249999997,,,,,,,,,,,
2060,0.009999999776482582,48.0,469,0.003,99072,12371,0.007165830582380295,211,21.19392612,-9.28406810760498,,,,,,,,,,
2064,,48.0,469,,99072,,,211,21.19392612,,,,,,,,,,,
2068,0.009999999776482582,48.0,468,0.003,99456,12419,0.003842950565740466,212,21.18311177,-8.897104263305664,0.6098795046550545,0.06913859085692334,0.02386908888204281,0.8365281555986784,0.9956140350877192,0.24110849731324724,0.05564035886678179,0.08114441509421914,0.8850184336598229,0.8775030887511999
2072,,48.0,468,,99456,,,212,21.18311177,,,,,,,,,,,
2076,0.009999999776482582,48.0,468,0.003,99840,12467,0.008780078962445259,212,21.207905399999994,-9.271382331848145,,,,,,,,,,
2080,,48.0,468,,99840,,,212,21.207905399999994,,,,,,,,,,,
